MHTCET Score,12th Score,Category,Branch,College Name,Location,College_Status
96.98,92.34,PWD,ENTC Engineering,COEP Pune,Pune,Government Autonomus
99.74,97.77,TFWS,ENTC Engineering,COEP Pune,Pune,Government Autonomus
98.67,98.0,Open,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.66,91.12,EWS,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
94.62,84.9,SC,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
86.05,74.45,ST,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
86.05,81.12,VJ,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.53,90.56,NT1,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.93,93.97,NT2,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
88.99,91.12,NT3,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.2,91.13,PWD,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.42,96.64,OBC,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.5,91.23,TFWS,ENTC Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
84.2,81.0,Open,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
83.38,71.9,EWS,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
75.34,67.62,SC,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
66.66,58.99,ST,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
83.56,74.44,VJ,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
75.34,69.0,NT1,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
83.63,77.99,NT2,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
76.84,73.63,NT3,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
84.03,78.2,OBC,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
51.47,45.0,PWD,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
88.03,80.0,TFWS,ENTC Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
99.69,85.55,Open,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
99.48,89.99,EWS,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.07,91.22,SC,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
93.7,92.88,ST,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.45,93.0,VJ,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.99,78.36,NT1,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
99.22,80.11,NT2,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
97.77,93.21,NT3,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
99.54,90.23,OBC,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
90.62,88.2,PWD,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
99.59,90.0,TFWS,ENTC Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
93.75,82.22,Open,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
93.82,81.9,EWS,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
87.48,89.23,SC,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
38.9,76.0,ST,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
89.16,84.55,VJ,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
90.93,72.22,NT1,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
92.48,78.9,NT2,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
89.27,90.0,NT3,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
93.06,91.45,OBC,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
9.28,69.96,PWD,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
95.56,94.45,TFWS,ENTC Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
92.14,83.14,Open,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
91.23,79.9,EWS,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
84.46,73.33,SC,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
3.37,79.0,ST,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
87.48,80.12,VJ,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
90.68,86.66,NT1,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
90.45,81.22,NT2,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
88.61,79.76,NT3,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
91.45,85.09,OBC,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
64.09,55.44,PWD,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
95.16,92.78,TFWS,ENTC Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
91.74,83.45,Open,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
90.45,85.66,EWS,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
87.54,81.34,SC,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
51.47,67.88,ST,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
70.3,65.43,VJ,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
85.61,79.99,NT1,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
82.33,80.34,NT2,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
78.03,71.22,NT3,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
91.03,87.97,OBC,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
43.66,43.45,PWD,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
95.16,92.33,TFWS,ENTC Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
93.49,92.45,Open,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
91.71,83.45,EWS,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
88.59,81.23,SC,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
56.65,48.9,ST,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
87.37,80.24,VJ,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
92.85,89.57,NT1,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
91.26,85.89,NT2,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
87.69,83.33,NT3,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
93.0,88.9,OBC,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
20.14,76.0,PWD,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
94.24,93.23,TFWS,ENTC Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
79.58,74.9,Open,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
77.0,75.0,EWS,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
64.45,60.0,SC,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
47.38,65.3,ST,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
71.66,67.33,VJ,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
73.25,70.45,NT1,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
66.95,60.58,NT2,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
71.4,59.32,NT3,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
77.42,74.44,OBC,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
49.22,54.23,PWD,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
85.92,76.54,TFWS,ENTC Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
95.5,88.49,Open,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
96.27,93.56,EWS,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
87.48,84.44,SC,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
22.94,70.12,ST,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
87.25,86.91,VJ,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
93.18,92.21,NT1,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
93.7,82.81,NT2,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
93.1,83.76,NT3,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
94.04,90.89,OBC,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
20.56,67.9,PWD,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
97.17,78.9,TFWS,ENTC Engineering,Karad Government College of Engineering,Karad,Government Autonomus
89.52,84.67,Open,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
92.28,93.45,EWS,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
70.51,66.32,SC,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
18.79,55.0,ST,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
66.05,60.0,VJ,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
85.34,84.56,NT1,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
87.69,86.1,NT2,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
87.21,83.66,NT3,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
86.83,81.22,OBC,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
16.36,57.88,PWD,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
93.39,92.22,TFWS,ENTC Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
71.35,70.12,Open,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
76.28,64.67,EWS,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
61.68,58.9,SC,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
67.95,65.5,ST,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
40.65,51.22,VJ,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
64.09,62.3,NT1,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
75.86,67.43,NT2,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
58.11,64.32,NT3,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
67.95,61.12,OBC,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
51.05,54.0,PWD,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
86.34,84.32,TFWS,ENTC Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
98.96,93.49,Open,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
98.79,95.56,EWS,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
93.99,92.21,SC,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
61.43,60.34,ST,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
96.22,90.99,VJ,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
97.49,94.56,NT1,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
98.07,93.21,NT2,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
98.72,90.34,NT3,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
98.45,94.56,OBC,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
36.58,76.75,PWD,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
99.1,89.0,TFWS,ENTC Engineering,"Pune Institute of Computer Technology, Dhankavdi, Pune",Pune,Private Autonomus
91.48,84.33,Open,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
93.53,92.3,EWS,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
76.28,73.2,SC,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
21.91,75.0,ST,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
79.58,71.24,VJ,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
82.31,78.34,NT1,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
89.8,85.76,NT2,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
85.19,80.12,NT3,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
90.19,75.32,OBC,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
95.13,87.89,TFWS,ENTC Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
98.07,88.94,Open,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.08,86.92,EWS,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
92.76,83.21,SC,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
63.69,64.0,ST,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
95.69,88.9,VJ,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
96.93,91.22,NT1,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.11,90.12,NT2,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.96,95.04,NT3,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
97.75,93.6,OBC,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
75.14,70.0,PWD,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
98.21,95.06,TFWS,ENTC Engineering,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi,Pune","Bibwewadi,Pune",Private Autonomus
69.59,64.32,Open,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
71.4,67.54,EWS,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
63.69,60.37,SC,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
50.26,56.0,VJ,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
25.2,53.0,NT1,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
59.68,54.32,NT2,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
67.71,65.94,OBC,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
79.8,75.94,TFWS,ENTC Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
79.46,73.42,Open,ENTC Engineering,"WIT,Solapur",Solapur,Private Autonomus
88.27,84.65,TFWS,ENTC Engineering,"WIT,Solapur",Solapur,Private Autonomus
88.06,83.21,Open,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
90.77,85.43,EWS,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
71.16,69.32,SC,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
69.03,68.83,VJ,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
81.48,78.34,NT1,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
82.2,77.77,NT2,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
30.95,69.0,NT3,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
83.43,82.45,OBC,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
93.43,89.04,TFWS,ENTC Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
97.25,92.08,Open,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
97.96,92.87,EWS,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
92.08,91.23,SC,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
48.05,67.0,ST,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
91.75,86.79,VJ,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
96.06,88.05,NT1,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
96.87,92.32,NT2,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
95.88,90.2,NT3,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
96.75,93.0,OBC,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
58.08,60.0,PWD,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
97.86,91.12,TFWS,ENTC Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
85.14,78.34,Open,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
86.9,80.0,EWS,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
54.62,65.43,SC,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
23.89,64.0,ST,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
58.71,60.23,VJ,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
79.8,75.65,NT1,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
82.44,78.99,NT2,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
82.33,80.11,NT3,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
83.28,82.3,OBC,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
66.43,64.0,PWD,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
89.4,83.34,TFWS,ENTC Engineering,"Sinhgad College of Engineering, Vadgaon (BK), Pune","Vadgaon (BK), Pune",Unaided
42.55,45.45,Open,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
43.5,43.56,EWS,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
28.1,56.79,SC,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
18.44,54.34,VJ,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
32.46,56.32,NT2,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
28.6,53.23,OBC,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
61.68,57.88,TFWS,ENTC Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
24.05,66.56,Open,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
49.55,45.67,EWS,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
13.5,58.98,SC,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
12.69,54.56,VJ,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
13.31,57.87,NT2,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
9.73,55.35,OBC,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
56.78,45.65,TFWS,ENTC Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
1.89,53.87,Open,ENTC Engineering,"Shree Tuljabhavani College of Engineering, Tuljapur",Tuljapur,Unaided
4.19,53.22,EWS,ENTC Engineering,"Shree Tuljabhavani College of Engineering, Tuljapur",Tuljapur,Unaided
41.16,64.0,TFWS,ENTC Engineering,"Shree Tuljabhavani College of Engineering, Tuljapur",Tuljapur,Unaided
98.19,98.0,Open,Civil Engineering,COEP Pune,Pune,Government Autonomus
97.69,93.0,EWS,Civil Engineering,COEP Pune,Pune,Government Autonomus
94.32,87.77,SC,Civil Engineering,COEP Pune,Pune,Government Autonomus
91.68,85.56,ST,Civil Engineering,COEP Pune,Pune,Government Autonomus
94.89,90.9,VJ,Civil Engineering,COEP Pune,Pune,Government Autonomus
97.38,93.23,NT1,Civil Engineering,COEP Pune,Pune,Government Autonomus
97.48,90.76,NT2,Civil Engineering,COEP Pune,Pune,Government Autonomus
89.39,88.0,NT3,Civil Engineering,COEP Pune,Pune,Government Autonomus
93.18,85.0,PWD,Civil Engineering,COEP Pune,Pune,Government Autonomus
97.86,82.0,OBC,Civil Engineering,COEP Pune,Pune,Government Autonomus
97.69,87.0,TFWS,Civil Engineering,COEP Pune,Pune,Government Autonomus
95.37,90.0,Open,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
94.19,91.0,EWS,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
90.57,85.0,SC,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
71.08,76.0,ST,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
93.06,75.9,VJ,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
90.77,91.0,NT1,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
94.4,90.0,NT2,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
94.4,90.0,NT3,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
93.7,92.0,OBC,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
32.22,78.0,PWD,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
95.87,74.77,TFWS,Civil Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
94.89,81.33,Open,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
95.9,82.82,EWS,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
87.69,78.89,SC,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
53.64,57.77,ST,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
79.58,64.44,VJ,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
87.77,76.88,NT1,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
